SIRET,nom_etab,type_etab,etatAdministratifEtablissement,anciennete_ans,trancheEffectifsEtablissement,adresse_sirene,activitePrincipaleEtablissement
43946702800049,LES PTITS GROS,Restaurant,A,9.0,11,74 DIDEROT,56.10A
32818666300014,Inconnu,Autre,A,43.0,11,2 REBEVAL,47.11C
90066228900025,LA GOUTTE D'EAU,Restaurant,A,126.0,03,26 DE L'AMIRAL MOUCHEZ,56.10A
30875796200011,Inconnu,Restaurant,A,50.0,12,94 MALESHERBES,56.10A
92753254900049,Inconnu,Restaurant,A,2.0,NN,9 DE MAZAGRAN,56.10A
84065802500019,BAR OURCQ,Bar,A,8.0,11,68 DE LA LOIRE,56.30Z
84874332400016,LE PETIT LAOTIEN,Restaurant,A,7.0,02,11 DE LA GAITE,56.10A
48109441500017,MOLTO GUSTO,Restaurant,A,21.0,02,111 DU CHEVALERET,56.10C
85314539900020,Inconnu,Bar,A,5.0,02,9 LARREY,56.30Z
81398812800027,BAR AND BEER,Restaurant,A,8.0,01,4 DU CHAROLAIS,56.10A
53074356600024,Inconnu,Restaurant,A,12.0,03,4 BEAUREPAIRE,56.10A
80482479500012,CAFE DROUOT,Restaurant,A,12.0,11,10 DROUOT,56.10A
53483604400030,CAFE GUSTAVE,Restaurant,A,10.0,12,23 DE LA BOURDONNAIS,56.10A
92769810000017,Inconnu,Bar,A,2.0,NN,29 DE BELLEVILLE,56.30Z
52870292100016,CHAUMETTE VILLIERS - RESTAURANT BRIGITTE,Restaurant,A,16.0,12,16 DE VILLIERS,56.10A
41238273100021,Inconnu,Autre,A,29.0,NN,70 DES CHAMPS ELYSEES,55.10Z
52222292600019,Inconnu,Autre,A,16.0,02,13 DE LA ROQUETTE,47.11B
53386596000025,BISTROT FRANCOIS FELIX,Restaurant,A,15.0,12,9 BOISSY D'ANGLAS,56.10A
72201649000012,Inconnu,Restaurant,A,54.0,03,24 EXELMANS,56.10A
53402069800013,Inconnu,Restaurant,A,15.0,01,79 DE MOUZAIA,56.10A
54206456300126,Inconnu,Autre,A,6.0,NN,41 DE LA GRANDE ARMEE,77.21Z
54206623801063,Inconnu,Autre,A,126.0,01,13 DE SOLFERINO,47.25Z
84388020400014,UN JOUR A HANOI,Restaurant,A,8.0,02,46 DAGUERRE,56.10A
63201930300015,Inconnu,Autre,A,63.0,02,119 MURAT,55.10Z
65205594800028,BOUILLON CHARTIER,Restaurant,A,126.0,21,59 DU MONTPARNASSE,56.10A
50201691800018,L'AFTER,Restaurant,A,18.0,03,3 DE LA GAITE,56.10A
48467257100029,Inconnu,Bar,A,10.0,NN,16 DES LOMBARDS,56.30Z
80764177400011,Inconnu,Autre,A,12.0,01,61 DE BRETAGNE,47.29Z
80807880200010,Inconnu,Restaurant,A,12.0,12,20 DE MOGADOR,56.10C
80960996900013,Inconnu,Autre,A,11.0,02,304 DES PYRENEES,10.71C
60201729500018,Inconnu,Autre,A,66.0,02,256 DAUMESNIL,47.76Z
48748061800023,Inconnu,Bar,A,7.0,NN,90 DE PORT-ROYAL,56.30Z
58201883400058,INDIANA,Restaurant,A,23.0,12,1 DU GENERAL LECLERC,56.10A
33013605200017,Inconnu,Autre,A,42.0,NN,11 EDGAR QUINET,68.20B
85257543000024,Inconnu,Restaurant,A,7.0,11,69 KLEBER,56.10A
32505062300025,Inconnu,Bar,A,44.0,12,58 DES LOMBARDS,56.30Z
51217834400028,Inconnu,Restaurant,A,17.0,12,50 DU PRESIDENT WILSON,56.10A
54205087700050,Inconnu,Autre,A,4.0,02,11 D'ORSEL,47.51Z
84789244500010,Inconnu,Autre,A,7.0,02,24 DE LEVIS,47.11D
83927572400012,BISTRO 32,Restaurant,A,8.0,11,32 JOURDAN,56.10A
53354751900017,Inconnu,Autre,A,15.0,03,2 CORENTIN CARIOU,10.71C
54202047400038,Inconnu,Restaurant,A,41.0,11,9 DE LA REPUBLIQUE,56.10A
85162294400029,MIYAM,Autre,A,7.0,12,82 BEAUBOURG,47.29Z
88042874300020,Inconnu,Autre,A,126.0,01,6 DU GENERAL MONCLAR,47.76Z
85317223700010,Inconnu,Restaurant,A,7.0,02,19 DE LYON,56.10A
88095792300019,Inconnu,Autre,A,6.0,02,10 DE L'EVANGILE,47.11B
82267629200011,CAFE DU TRONE,Bar,A,10.0,02,3 DU TRONE,56.30Z
88456729800010,Inconnu,Restaurant,A,6.0,NN,8 ROCHEBRUNE,56.10A
88822681800019,LE POMPIDOU,Bar,A,6.0,11,4 EDMOND MICHELET,56.30Z
89179498400015,Inconnu,Restaurant,A,6.0,03,98 MONGE,56.10A
89402859600027,GRANNY BEAN,Restaurant,A,2.0,NN,16 JOUBERT,56.10A
89931099900029,LE LAGNY,Restaurant,A,5.0,NN,25 DAVOUT,56.10A
89938381400014,BOUCHERIE PINON,Autre,A,5.0,03,13 DU POTEAU,47.22Z
41077351900013,Inconnu,Autre,A,30.0,01,52 RIBERA,47.11C
91787579100019,STRADA CAFE,Restaurant,A,4.0,11,24 MONGE,56.10C
90007032700011,Inconnu,Autre,F,5.0,NN,2 DU SURMELIN,47.61Z
59203298100017,Inconnu,Bar,A,67.0,NN,52 DE CHARONNE,56.30Z
90222463300013,LA TERRASSE SAINT-GERMAIN,Restaurant,A,5.0,12,239 SAINT-GERMAIN,56.10A
53354539800018,Inconnu,Restaurant,A,15.0,02,203 GAMBETTA,56.10A
89997724300018,MAISON MAE,Autre,A,5.0,03,17 DU CHATEAU D'EAU,10.71C
75144794700019,LA CREME DE PARIS,Bar,A,14.0,12,4 DU FAUBOURG MONTMARTRE,56.30Z
91256126300019,LA GUEULE ENFARINEE,Restaurant,A,4.0,00,57 PIXERECOURT,56.10A
95310873500010,SUSHI MANIA,Restaurant,A,3.0,01,136 DAUMESNIL,56.10A
92801246700017,Inconnu,Autre,A,2.0,NN,1 FRIANT,47.22Z
94805465500014,Inconnu,Autre,F,3.0,01,114 D'AVRON,47.76Z
95403514300013,LA CIVETTE D'ALESIA,Autre,A,3.0,NN,220 DU MAINE,47.26Z
91300958500013,LES AVIATEURS,Bar,A,4.0,02,1 LEON DELAGRANGE,56.30Z
79011611500011,B CUISINE,Restaurant,A,13.0,01,34 DE LA GLACIERE,56.10A
30247464800136,Inconnu,Autre,A,29.0,03,38 DE LA MOTTE-PICQUET,47.29Z
32353185500019,LA MANUFACTURE,Restaurant,A,44.0,NN,62 DES GOBELINS,56.10A
79360182400014,Inconnu,Autre,A,13.0,02,41 DES MARTYRS,47.23Z
75185650100018,Inconnu,Bar,A,14.0,01,11 DES HALLES,56.30Z
91449498400018,Inconnu,Restaurant,A,4.0,03,33 DE LA GAITE,56.10C
79110436700028,Inconnu,Restaurant,A,13.0,02,36 DE DANTZIG,56.10A
32731833300025,Inconnu,Autre,A,42.0,NN,85 DE MAUBEUGE,68.20B
44533010300513,Inconnu,Autre,A,17.0,NN,26 DE L'OPERA,85.59A
53321400300253,PRET FRANCE SAS,Restaurant,A,8.0,12,49 SAINT-MICHEL,56.10C
84929504300020,JANE CAFE,Restaurant,A,7.0,NN,37 JACQUES LOUVEL-TESSIER,56.10A
44373249000026,LES DEUX THEATRES,Restaurant,F,21.0,NN,10 VICTORIA,56.10A
49835654200015,LE TOURING,Restaurant,A,19.0,12,61 DE LA GRANDE ARMEE,56.10A
51350302900029,Inconnu,Restaurant,A,16.0,01,89 DU ROCHER,56.10A
82464370400011,LE COMPTOIR DES ARCHIVES,Restaurant,A,10.0,NN,41 DES ARCHIVES,56.10A
81378476600012,CHEZ TOFE,Restaurant,A,11.0,02,6 CORENTIN CARIOU,56.10A
44124059500021,Inconnu,Restaurant,A,9.0,02,212 DE COURCELLES,56.10A
33279710900011,Inconnu,Autre,A,41.0,NN,22 SIMART,47.11B
33316233700013,IBIS,Autre,A,41.0,11,31 DIDEROT,55.10Z
33395294300012,Inconnu,Autre,A,41.0,01,21 SAINT-MICHEL,47.26Z
33973929400025,LE PETIT SECRET,Autre,A,36.0,NN,27 JEAN-PIERRE TIMBAUD,47.19B
34183527000032,Inconnu,Restaurant,A,22.0,00,22 DE CHABROL,56.10C
34213215600346,Inconnu,Autre,A,7.0,NN,95 CAMBRONNE,47.24Z
34336222400010,Inconnu,Autre,A,39.0,NN,86 NATIONALE,68.20B
34433258000010,Inconnu,Restaurant,A,38.0,02,23 PAUL VALERY,56.10A
34453000100017,Inconnu,Autre,A,39.0,03,166 DE SUFFREN,10.71C
34473425600029,Inconnu,Restaurant,A,38.0,NN,15 DE JOINVILLE,56.10A
34513048810909,Inconnu,Autre,A,14.0,NN,39 VOLTAIRE,47.11D
34821518700033,COMPTOIR TURENNE,Bar,A,22.0,11,28 SAINT-CLAUDE,56.30Z
34988915400051,Inconnu,Autre,A,8.0,01,8 SAINT-AMBROISE,47.79Z
35133576500076,TRICOBEL,Autre,A,14.0,01,16 DE SEBASTOPOL,47.71Z
35240525200029,Inconnu,Autre,A,30.0,NN,147 NEY,68.20B
35267301600023,BAR DU MARCHE,Autre,A,15.0,NN,11 DAVAL,68.20B
35301267700012,Inconnu,Bar,A,36.0,NN,29 COQUILLIERE,56.30Z
35349828000034,Inconnu,Restaurant,A,17.0,01,26 SAINT-CHARLES,56.10A
35385003500018,Inconnu,Autre,A,36.0,NN,19 BRUNEL,47.76Z
37873291100011,Inconnu,Restaurant,A,36.0,01,95 JEAN JAURES,56.10A
38184373900016,Inconnu,Autre,A,35.0,NN,62 BOTZARIS,68.20B
38295835300031,SAVANNE,Autre,A,32.0,02,45 DU GENERAL LECLERC,46.90Z
38419128400015,Inconnu,Autre,A,34.0,NN,5 SAINT-PAUL,47.89Z
38421986100018,Inconnu,Autre,A,35.0,02,71 DU FAUBOURG SAINT-DENIS,10.71C
38781483300043,BRASSERIE CHATEAU ROUGE,Restaurant,A,17.0,00,29 BARBES,56.10A
38806173100013,Inconnu,Restaurant,A,34.0,03,113 CAMBRONNE,56.10A
38858760200037,JET-SET VTC,Autre,A,4.0,NN,137 BRANCION,49.32Z
48016325200038,Inconnu,Restaurant,A,21.0,11,42 DU MARCHE SAINT-HONORE,56.10A
39081865600014,Inconnu,Autre,A,33.0,02,50 CLER,47.21Z
39468135700023,Inconnu,Autre,A,30.0,11,159 DE RENNES,55.10Z
39797482500044,Inconnu,Autre,A,24.0,12,77 D'AUTEUIL,47.11D
39832531600014,Inconnu,Autre,A,32.0,01,35 DE SAINT-QUENTIN,55.10Z
39877098200013,Inconnu,Autre,A,32.0,02,7 BERGER,47.78C
40370089100035,LOU TIAP,Restaurant,A,13.0,01,81 DE BAGNOLET,56.10A
40538091600016,Inconnu,Restaurant,A,30.0,03,27 SAINT-MARTIN,56.10A
40919807400042,LA BOULANGERIE DES INVALIDES,Autre,A,20.0,03,14 DE VILLARS,10.71C
40925416600013,Inconnu,Autre,A,30.0,NN,39 COQUILLIERE,47.11B
41014508000017,NEW SANNA,Restaurant,A,30.0,03,111 DE VILLIERS,56.10A
41027163900016,Inconnu,Autre,A,30.0,01,48 DE BAGNOLET,96.02A
41142647100024,Inconnu,Autre,A,29.0,02,108 JEAN JAURES,47.76Z
82458227400018,Inconnu,Restaurant,A,10.0,02,37 LAMARCK,56.10A
81524666500013,LE PARELOUP,Restaurant,A,11.0,03,16 BEAUGRENELLE,56.10A
41246533800033,BRASSERIE IZEM,Restaurant,A,19.0,01,152 LEDRU-ROLLIN,56.10A
41279520500019,Inconnu,Restaurant,A,29.0,NN,37 DE SAINT-QUENTIN,56.10C
41347598900013,Inconnu,Autre,A,29.0,01,12 MORLAND,47.11B
41405799200359,Inconnu,Autre,A,4.0,01,1 MICHEL-ANGE,68.31Z
41485392900183,Inconnu,Autre,A,26.0,03,101 LECOURBE,47.29Z
41485392900191,Inconnu,Autre,A,24.0,02,20 LEPIC,47.29Z
41491495200042,Inconnu,Autre,A,25.0,01,45 DU GENERAL LECLERC,47.59B
41523057200018,Inconnu,Restaurant,A,28.0,01,11 DE LA GAITE,56.10C
41800720900012,MAGFRED CHAUSSURES,Autre,A,28.0,01,49 CLER,47.72A
41878202501391,5ASEC,Autre,A,6.0,02,4 DES CARMES,96.01B
41900384300028,Inconnu,Autre,F,27.0,NN,34 DAMESME,47.64Z
41487790200018,Inconnu,Restaurant,A,29.0,02,8 TRUDAINE,56.10C
42164669600011,Inconnu,Bar,A,27.0,02,41 DU TEMPLE,56.30Z
42199030000012,Inconnu,Restaurant,A,27.0,02,4 DES ALPES,56.10A
42271273700010,Inconnu,Autre,A,27.0,NN,112 DU FAUBOURG DU TEMPLE,47.51Z
42276206200020,Inconnu,Autre,A,20.0,NN,126 BRUNE,47.11B
42329108700017,Inconnu,Autre,A,27.0,NN,75 DES GOBELINS,68.20B
42329108700017,Inconnu,Autre,A,27.0,NN,75 DES GOBELINS,68.20B
42452146600021,Inconnu,Restaurant,A,27.0,NN,26 DE LA NATION,56.10A
42466531300013,Inconnu,Autre,A,27.0,03,170 LEDRU-ROLLIN,47.21Z
42468091600022,Inconnu,Autre,A,23.0,11,48 MOZART,47.22Z
42808168100010,Inconnu,Autre,A,27.0,01,92 DE PORT-ROYAL,47.11B
33000376500030,LA PERLA BAR,Restaurant,A,38.0,11,26 FRANCOIS MIRON,56.10A
42866398300016,Inconnu,Autre,A,27.0,02,294 DE VAUGIRARD,47.26Z
42867545800015,Inconnu,Bar,A,27.0,02,10 DES HALLES,56.30Z
42964148300285,CHOCOLATS YVES THURIES,Autre,A,9.0,01,3 MOZART,47.24Z
81893885400010,CHEZ STEPHANE,Bar,A,10.0,00,210 DE GRENELLE,56.30Z
58214119800017,Inconnu,Autre,A,68.0,02,67 DU GENERAL LECLERC,47.23Z
73980623001059,TRUFFAUT,Autre,F,6.0,12,6 DE LA BASTILLE,47.76Z
82322343300017,Inconnu,Restaurant,A,10.0,02,51 DU GENERAL MICHEL BIZOT,56.10C
81760793000028,Inconnu,Restaurant,A,10.0,03,33 DES PETITS CARREAUX,56.10C
75063783700014,Inconnu,Restaurant,A,14.0,03,27 VICTOR,56.10A
45077962400037,CUBA COMPAGNIE - CUBA BAR RESTAURANT,Restaurant,A,20.0,11,48 BEAUMARCHAIS,56.10A
50305878600032,RESTAURANT JAPONAIS KYOBASHI,Restaurant,A,18.0,03,117 SAINT-MAUR,56.10A
88482233900021,Inconnu,Autre,A,5.0,02,98 MARCADET,47.21Z
40817548700011,CAFE DAGUERRE,Autre,A,30.0,12,4 DU GENERAL LECLERC,68.20B
88502665800207,NAPOLI GANG,Autre,A,4.0,03,264 DU FAUBOURG SAINT-MARTIN,56.21Z
80425157700024,SOURIRE TAPAS FRANCAISES,Restaurant,A,11.0,03,27 GALANDE,56.10A
48744587600021,LE CENTENAIRE DE BEAUMARCHAIS,Autre,A,21.0,00,104 AMELOT,68.20B
79361631900026,ROLLIN'S PUB,Bar,A,8.0,01,18 ROLLIN,56.30Z
88003257800010,LE CORNICHON,Restaurant,A,7.0,03,34 GASSENDI,56.10A
81337193700018,Inconnu,Restaurant,A,11.0,02,86 DE LA CHAPELLE,56.10C
82537391300011,Inconnu,Restaurant,A,9.0,03,56 DE TORCY,56.10A
81516863800014,LE PALAIS DU GRAND MOGHOL,Restaurant,A,11.0,03,9 GERANDO,56.10A
43490639200015,Inconnu,Restaurant,A,25.0,01,19 D'ALIGRE,56.10A
83254882000014,ASIAN SOUPE,Restaurant,A,9.0,11,25 DE LA VILLETTE,56.10A
89060451500027,GROUPE MOBILIS,Autre,A,6.0,03,1 DE PASSY,68.31Z
87977464400022,TRIPLETTA,Restaurant,A,6.0,11,2 DE L'ARBALETE,56.10A
84112646900011,Inconnu,Bar,A,8.0,03,80 DES RIGOLES,56.30Z
51105443900019,Inconnu,Restaurant,A,17.0,11,127 DE MENILMONTANT,56.10A
89221498200019,Inconnu,Autre,A,6.0,01,78 DE BELLEVILLE,47.22Z
79809468600010,HONEST LAWYER,Restaurant,A,13.0,03,10 DE SFAX,56.10A
45366446800015,Inconnu,Autre,A,22.0,01,10 JEAN JAURES,68.20B
60203650100016,Inconnu,Restaurant,A,66.0,12,59 DE CHATEAUDUN,56.10A
45230998200018,Inconnu,Restaurant,A,22.0,01,110 DU CHEMIN VERT,56.10A
42315778300014,Inconnu,Autre,A,27.0,NN,4 DU BOURG TIBOURG,68.20B
83759463900036,LE RALLYE,Restaurant,A,3.0,02,107 MANIN,56.10A
42481346700018,Inconnu,Restaurant,A,27.0,11,43 DU PETIT PONT,56.10A
42481346700018,Inconnu,Restaurant,A,27.0,11,43 DU PETIT PONT,56.10A
89492444800018,BARNES,Autre,A,5.0,02,89 DES MARTYRS,68.31Z
81190373100016,LE LIBANAIS,Restaurant,A,11.0,03,91 DE BELLEVILLE,56.10C
83385258500011,Inconnu,Bar,A,8.0,12,58 DE PICPUS,56.30Z
48372868900025,Inconnu,Restaurant,A,21.0,12,32 ETIENNE MARCEL,56.10A
85264908600026,Inconnu,Bar,A,7.0,NN,15 DAVAL,56.30Z
50387425700010,CREPE AVENUE,Restaurant,A,18.0,11,4 DE SURENE,56.10A
50973970200017,Inconnu,Restaurant,A,17.0,01,140 DE MALAKOFF,56.10A
41100734700015,Inconnu,Restaurant,A,29.0,NN,137 DE L'HOPITAL,56.10C
81116575200031,Inconnu,Autre,A,10.0,02,8 DU VIEUX COLOMBIER,47.24Z
47949719000013,Inconnu,Restaurant,A,22.0,12,38 MONTORGUEIL,56.10A
53330027300018,Inconnu,Autre,A,15.0,NN,32 DE BELLEVILLE,10.71C
53330027300018,Inconnu,Autre,A,15.0,NN,32 DE BELLEVILLE,10.71C
80884599400033,TIGRE QUI PLEURE,Restaurant,A,7.0,02,2 DUNOIS,56.10A
84465593600012,LA DIVA DES PRES,Restaurant,A,8.0,11,79 DE SEINE,56.10A
48510159600024,L'ARIEL,Restaurant,A,16.0,11,242 DE TOLBIAC,56.10A
90195582300017,Inconnu,Autre,A,5.0,03,62 DE LA REPUBLIQUE,86.23Z
52904616100020,CAFE DE LA GARE LES AMATEURS,Restaurant,A,15.0,03,143 CARDINET,56.10A
90290202200026,RESTAURANT LES GEORGIENS,Restaurant,A,5.0,NN,137 DE CRIMEE,56.10C
47818311400014,Inconnu,Restaurant,A,22.0,02,1 DES ABBESSES,56.10A
90355922700017,Inconnu,Restaurant,A,5.0,02,98 BALARD,56.10C
38771965100029,CAFE ST VICTOR,Autre,A,23.0,NN,11 MONGE,68.20B
43382979300010,Inconnu,Autre,A,26.0,NN,51 FRANKLIN D. ROOSEVELT,68.20B
90816637400011,CAVE CLOS FLEURUS,Autre,A,5.0,01,5 DE FLEURUS,47.25Z
85391259000017,TABAC DU RENDEZ-VOUS,Restaurant,A,7.0,02,25 DU RENDEZ-VOUS,56.10A
90790823000010,Inconnu,Autre,A,5.0,01,91 DE DUNKERQUE,47.11B
79523133100013,Inconnu,Restaurant,A,13.0,01,93 ORDENER,56.10C
83379359900022,FAUVE,Restaurant,A,8.0,12,64 DE CHARONNE,56.10A
90828795600019,Inconnu,Restaurant,A,5.0,02,201 RAYMOND LOSSERAND,56.10C
75293896900017,CAFE BAR BRASSERIE,Restaurant,A,14.0,NN,63 MOZART,56.10A
90945392000011,Inconnu,Autre,A,4.0,01,17 LEBON,47.11B
82858073800015,ARRIVEDERCI,Restaurant,A,9.0,11,47 GAY-LUSSAC,56.10A
51992497100012,LE FUMAILLON,Bar,A,16.0,01,3 D'ITALIE,56.30Z
82351808900011,LE CIDRE D OR,Restaurant,A,10.0,01,251 DE CHARENTON,56.10A
80751389000010,Inconnu,Bar,A,12.0,03,28 DE L'HOPITAL,56.30Z
75382842500011,LE PASSAGE,Restaurant,A,14.0,11,46 DES FOSSES SAINT-BERNARD,56.10A
40949396200016,Inconnu,Restaurant,A,30.0,NN,5 DE BARCELONE,56.10A
91038111000014,Inconnu,Autre,F,4.0,01,108 DE MEAUX,47.19B
83427808700020,A LA LIBANAISE,Restaurant,A,8.0,NN,38 DE CITEAUX,56.10A
80898135100014,L ANNEXE,Restaurant,A,11.0,02,6 DE L'HOPITAL,56.10A
82771881800012,Inconnu,Restaurant,A,9.0,11,126 D'AVRON,56.10A
75378786000018,Inconnu,Restaurant,A,14.0,NN,7 MICHEL CHASLES,56.10C
83484570300018,LE ROYAL MASSENA,Bar,A,8.0,02,29 DE LA PORTE DE VITRY,56.30Z
87785841500012,JUS,Autre,A,7.0,11,50 DE DOUAI,10.71C
91169095600014,CELINE NAILS,Autre,A,4.0,02,26 EXELMANS,96.02B
84476699800018,LE CAFE PIERRE,Restaurant,A,8.0,11,2 DE MAGENTA,56.10A
83193556400011,DECLIC CAFE,Restaurant,A,9.0,11,2 SAINT-MARCEL,56.10A
90076897900016,Inconnu,Restaurant,A,5.0,03,3 DE TURENNE,56.10A
82504249200025,LE DELLYS,Restaurant,A,9.0,02,5 DES DEUX GARES,56.10A
84321201000014,Inconnu,Autre,A,8.0,02,41 DE VINCENNES,10.71C
91236964200018,Inconnu,Autre,A,4.0,02,28 BREZIN,47.22Z
53281979400019,LES 5,Restaurant,A,15.0,03,136 MOUFFETARD,56.10A
53934203000019,PAN COOKER,Restaurant,A,14.0,02,8 DE MONT-LOUIS,56.10A
53942212100019,Inconnu,Restaurant,A,14.0,11,33 GREUZE,56.10A
54204450800019,Inconnu,Autre,A,72.0,01,3 DE L' OLIVE,47.52A
54206623802962,Inconnu,Autre,A,126.0,01,197 DE TOLBIAC,47.25Z
54206623804893,Inconnu,Autre,A,40.0,01,69 DE LA POMPE,47.25Z
54207679900791,MARBRERIE J. POULAIN ET FILS,Autre,F,28.0,02,19 DE MENILMONTANT,96.03Z
54209339800015,Inconnu,Restaurant,A,72.0,12,42 DE RIVOLI,56.10A
55208329701166,MONOPRIX,Autre,A,22.0,21,166 LEDRU-ROLLIN,47.11E
55208329701372,MONOPRIX,Autre,A,22.0,21,72 LECOURBE,47.11D
55208329701372,MONOPRIX,Autre,A,22.0,21,72 LECOURBE,47.11D
55208329702156,MONOPRIX,Autre,A,22.0,12,117 RAYMOND LOSSERAND,47.11D
55212022240423,PARIS JOURDAIN,Autre,A,7.0,03,165 DE BELLEVILLE,64.19Z
55212120400010,Inconnu,Autre,A,71.0,NN,18 DE MOGADOR,68.20B
55214191300012,Inconnu,Autre,A,71.0,01,30 BONAPARTE,68.20B
55214346300016,Inconnu,Autre,A,71.0,11,23 DUQUESNE,55.10Z
56209672700010,Inconnu,Autre,A,70.0,01,24 DE TOURVILLE,47.11B
57208888800019,Inconnu,Autre,A,69.0,11,33 DES MARTYRS,55.10Z
58203484900015,FAME DA LUPO,Autre,A,68.0,NN,122 DE VILLIERS,68.20B
58206662700016,Inconnu,Autre,A,68.0,NN,204 SAINT-DENIS,68.20B
58212435000015,Inconnu,Autre,A,68.0,03,4 DE DUNKERQUE,55.10Z
80029066000029,LE COMPAS,Restaurant,A,12.0,12,62 MONTORGUEIL,56.10A
80029066000029,LE COMPAS,Restaurant,A,12.0,12,62 MONTORGUEIL,56.10A
59201096100015,Inconnu,Autre,A,67.0,02,71 MONTORGUEIL,47.52A
59201218100018,PAPETERIE LATINE,Autre,A,67.0,02,26 SOUFFLOT,47.62Z
60130099900013,Inconnu,Autre,A,62.0,01,155 SAINT-CHARLES,47.22Z
62203245600023,Inconnu,Restaurant,A,126.0,21,2 DE LYON,56.10A
64201749500010,Inconnu,Bar,A,62.0,01,1 DES ECOLES,56.30Z
65201475400012,CIRO,Restaurant,A,61.0,11,43 DE LA POMPE,56.10A
70205194700019,HOTEL RECAMIER  ET  HOTEL RECAMIER,Autre,A,56.0,11,3 SAINT-SULPICE,55.10Z
72200393602643,Inconnu,Autre,A,33.0,NN,84 DE MAGENTA,68.20B
72200393602734,Inconnu,Autre,A,33.0,NN,1 DE BELLEVILLE,68.20B
79148421500037,Inconnu,Autre,A,3.0,01,150 DE GRENELLE,47.11B
82217969300012,Inconnu,Restaurant,A,10.0,11,34 PEREIRE,56.10A
98416792400013,Inconnu,Restaurant,A,2.0,NN,24 BREZIN,56.10C
90294379400013,LES ACOLYTES,Restaurant,A,5.0,03,195 SAINT-MAUR,56.10A
53141389600055,AMORINO,Restaurant,A,9.0,11,59 DES BATIGNOLLES,56.10C
78912216500028,Inconnu,Autre,A,11.0,NN,59 DE BELLEVILLE,55.10Z
47786156100017,LA CANTINE,Bar,A,22.0,01,1 DE LA GARE DE REUILLY,56.30Z
47786156100017,LA CANTINE,Bar,A,22.0,01,1 DE LA GARE DE REUILLY,56.30Z
87917064500011,L'AMI(E),Autre,A,6.0,02,114 DE LA VILLETTE,68.20B
58200493300013,Inconnu,Autre,A,68.0,03,33 FRANKLIN D. ROOSEVELT,68.20B
51414624000023,LE VAL ROYAL,Restaurant,A,14.0,02,93 DE PORT-ROYAL,56.10A
41978314700012,Inconnu,Restaurant,A,28.0,NN,17 DE CONSTANTINOPLE,56.10A
52208911900013,Inconnu,Restaurant,A,16.0,01,27 CAMPAGNE PREMIERE,56.10A
53351872600039,CHEZ LUI,Restaurant,A,10.0,02,67 SAINT-MAUR,56.10A
31677872900012,Inconnu,Bar,A,69.0,NN,208 RASPAIL,56.30Z
56210010700167,Inconnu,Restaurant,A,5.0,02,144 SAINT-HONORE,56.10C
49837402400020,RESTO LA BULLE,Restaurant,A,19.0,00,48 LOUIS BLANC,56.10A
,,Autre,,,,,
44383346200015,Inconnu,Autre,A,24.0,NN,53 PIERRE CHARRON,68.20B
53106451700018,CHARLET PERRIN,Autre,A,15.0,NN,17 MICHEL CHASLES,68.20B
35293409500014,Inconnu,Autre,A,36.0,NN,76 DES GOBELINS,68.20B
35293409500014,Inconnu,Autre,A,36.0,NN,76 DES GOBELINS,68.20B
75239007000015,Inconnu,Autre,A,14.0,NN,53 DE LA MOTTE-PICQUET,68.20B
79906253400018,COTE CANAL,Autre,A,13.0,NN,5 DE LA SEINE,68.20B
94863439900018,BOULANGERIE BULLE,Autre,A,3.0,11,1 MEYNADIER,10.71C
44352809600011,Inconnu,Autre,A,25.0,NN,67 DU DOCTEUR FELIX LOBLIGEOIS,68.20B
82338175100010,LE FLASH,Bar,A,10.0,02,24 MOUTON-DUVERNET,56.30Z
51900229900013,Inconnu,Restaurant,A,17.0,11,4 EDOUARD RENARD,56.10A
91536521700016,Inconnu,Autre,A,4.0,11,64 MONTMARTRE,70.10Z
87773420200014,Inconnu,Restaurant,A,7.0,01,21 DE PATAY,56.10A
34022021900018,Inconnu,Autre,A,39.0,NN,152 VOLTAIRE,47.77Z
33074779100011,Inconnu,Autre,A,42.0,01,38 PIERRE FONTAINE,47.11B
40245957200010,Inconnu,Restaurant,A,31.0,11,145 DE VALMY,56.10A
33390339100014,LA CHOPE GUY MOQUET,Bar,A,41.0,NN,73 GUY MOQUET,56.30Z
97771732100011,LE LIBRE ECHANGE,Restaurant,A,3.0,03,127 DE CLICHY,56.10A
48013324800017,Inconnu,Autre,A,22.0,02,39 JOSEPH KESSEL,10.71B
48013324800017,Inconnu,Autre,A,22.0,02,39 JOSEPH KESSEL,10.71B
89508751800026,Inconnu,Restaurant,A,5.0,NN,1 DE BUDAPEST,56.10C
42098414800015,Inconnu,Restaurant,A,28.0,01,35 MAUCONSEIL,56.10A
42448900300030,Inconnu,Autre,A,23.0,01,45 DAGUERRE,47.76Z
43859666000011,Inconnu,Restaurant,A,25.0,02,138 DE LA ROQUETTE,56.10C
56207113400018,Inconnu,Autre,A,70.0,NN,262 SAINT-GERMAIN,68.20B
82190167500024,NIRVANA INDE,Restaurant,A,9.0,11,6 DE MOSCOU,56.10A
44834183400019,Inconnu,Restaurant,A,23.0,01,218 DES PYRENEES,56.10C
51012396100011,Inconnu,Restaurant,A,17.0,02,65 MALESHERBES,56.10A
45306698700018,Inconnu,Autre,A,22.0,02,218 SAINT-GERMAIN,47.78C
